id,Grupo,Producto_Activo,Cve_Med,Cve_Med,ID_PRODUCTO,GPO,GPO1,ESP,DIF,VAR,CUADRO_BASICO_SAI,PROGRAMA_MEDICO,DESCRIPCION_ARTICULO,UNIDAD_PRESENTACION,CANTIDAD_PRESENTACION,TIPO_PRESENTACION,Unidades,Medida,tot_unidades,med,ANALGESIACOS_ANTIINFLAMATORIOS_ANTIRREUMATICOS,ANALGESICOS_OPIOIDES___,ANALGESICOS_ANTIPIRETICOS,ANESTESICOS_GENERATES,ANESTESICOS_LOCALES,ANSIOLITICOS,ANTIACIDOS,ANTIAGREGANTE_PLAQUETARIO,ANTIANEMICOS,ANTIANGINOSO,ANTIARRITMICOS,ANTIASMATICO__BRONCODILATADOR,ANTIBIOTICOS,ANTICONCEPTIVO_INTRAUTERINO,ANTIDEPRESIVOS,ANTIDIABETICOS,ANTIDIARREICOS,ANTIDOTOS,ANTIEMETICOS,ANTIEPILEPTICOS,ANTIESPASMODICO,ANTIFUNGICOS,ANTIGOTOSOS,ANTIHEMORRAGICOS,ANTIHISTAMINICOS,ANTIPARKINSONIANO,ANTIPSICOTICOS,ANTISEPTICOS_DESINFECTANTES,ANTITROMBITICO_TROMBOTICO_ANTIAGREGANTE,ANTITROMBOTICO_TROMBOLITICO,ANTITUSIVOS,ANTIULCEROSOS_PROTECTOR_GASTRICO,ANTIVIRALES,CARDIOTONICOS,CORTICOIDES,DIURETICOS_ANTIHIPERTENSIVOS,FACTOR_VITAMINICO,HIPNOTICO_SEDANTE,HIPOLIPEMIANTE,INDUCTOR_DEL_PARTO,INHIBIDOR_DEL_PARTO,INMUNOSUPRESORES,LAXANTES,MUCOLITICOS,OTROS_ANTIHIPERTENSIVOS,RELAJANTE_MUSCULAR,TERAPIA_TIROIDEA,TRATAMIENTO_TUBERCULOSIS,g1_ANALGESICOS,g2_ANESTESIA,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,GRUPO,ANALGESICOS_URINARIOS,ANTIAGREGANTES_PLAQUETARIOS,ANTIALERGICOS,ANTIANDROGENICOS,ANTIARRITMICOS,ANTICOAGULANTES_ORALES,ANTIDEPRESIVOS,ANTIFLAMATORIOS_ESTEROIDEOS,ANTIHIPERTENSIVOS,ANTIINFLAMATORIOS_NO_ESTEROIDEOS,ANTIMICOTICOS_SISTEMICOS_Y_TOPICOS,ANTIMUSCARINICOS,ANTINEURITICOS,ANTITUSIVOS,ANTIULCEROSOS_Y_PROTECTORES_DE_LA_MUCOSA_GASTRICA,ANTIURICOSURICOS,ANTIVERTIGINOSOS,BENZODIAZEPINAS,BLOQUEADORES_ALFA,BRONCODILATADORES_Y_EXPECTORANTES,DISFUNCION_ERECTIL,ELECTROLITOS_ORALES,FARMACOS_INSUFICIENCIA_CARDIACA_Y_ANTIANGINOSOS,FARMACOS_MODIFICADORES_DE_LA_ENFERMEDAD,FARMACOS_OCULARES,FARMACOS_UTILIZADOS_EN_CANCER_DE_MAMA,FARMACOS_UTILIZADOS_EN_HIPERTIROIDISMO,FARMACOS_UTILIZADOS_EN_HIPOTIROIDISMO,FARMACOS_UTILIZADOS_EN_NEFROLOGIA,FARMACOS_UTILIZADOS_EN_NEUROLOGIA,FARMACOS_UTILIZADOS_EN_OSTEOPOROSIS,FARMACOS_UTILIZADOS_EN_PSIQUIATRIA,FORMULAS_NUTRICIONALES_COMPLETAS,HIPOLIPEMIANTES,HORMONALES,METILXANTINAS,VARIOS,VITAMINICOS
615,Grupo Nº 1: Analgesia,BUPRENORFINA,2100,2100,4000021000100,040,000,2100,01,00,NO,Sustantiva,BUPRENORFINA. TABLETA SUBLINGUAL. CADA TABLETA SUBLINGUAL CONTIENE: CLORHIDRATO DE BUPRENORFINA EQUIVALENTE A 0.2 MG DE BUPRENORFINA. ENVASE CON 20 TABLETAS.,CJA,20,TAB,0.25,MG,5,MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,Grupo Nº 1: Analgesia,MORFINA,2102,2102,4000021020000,040,000,2102,00,00,SI,Cofepris - Sin CPM_V,MORFINA SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: SULFATO DE MORFINA  PENTAHIDRATADA 50 MG ENVASE CON 1 AMPOLLETA CON 2.0 ML.,ENV,1,ENV,50,miligramos,50,miligramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,Grupo Nº 1: Analgesia,MORFINA,2103,2103,4000021030000,040,000,2103,00,00,SI,Cofepris - Sin CPM_V,MORFINA SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: SULFATO DE MORFINA 10 MG.  ENVASE CON 5 AMPOLLETAS.,ENV,5,AMP,10,miligramos,50,miligramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,Grupo Nº 1: Analgesia,TRAMADOL,2106,2106,4000021060000,040,000,2106,00,00,SI,Sustantiva,TRAMADOL. SOLUCION INYECTABLE. CADA AMPOLLETA CONTIENE: CLORHIDRATO DE TRAMADOL 100 MG. ENVASE CON 5 AMPOLLETAS DE 2 ML.,ENV,5,AMP,100,miligramos,500,miligramos,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,Grupo Nº 1: Analgesia,BUPRENORFINA,4026,4026,4000040260000,040,000,4026,00,00,SI,Sustantiva,BUPRENORFINA SOLUCION INYECTABLE CADA AMPOLLETA O FRASCO AMPULA CONTIENE:  CLORHIDRATO DE BUPRENORFINA EQUIVALENTE A 0.3 MG DE BUPRENORFINA. ENVASE CON 6  AMPOLLETAS O FRASCOS AMPULA CON 1 ML.,ENV,6,AMP,0.3,miligramos,1.8,miligramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,Grupo Nº 1: Analgesia,FENTANILO,4027,4027,4000040270000,040,000,4027,00,00,SI,Cofepris - Sin CPM_V,FENTANILO PARCHE CADA PARCHE CONTIENE: FENTANILO 4.2 MG ENVASE CON 5 PARCHES.,ENV,5,PZA,4.2,miligramos,21,miligramos,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,Grupo Nº 1: Analgesia,MORFINA,4029,4029,4000040290000,040,000,4029,00,00,SI,Cofepris - Sin CPM_V,MORFINA TABLETA CADA TABLETA CONTIENE: SULFATO DE MORFINA PENTAHIDRATADO  EQUIVALENTE A 30 MG DE SULFATO DE MORFINA ENVASE CON 20 TABLETAS.,ENV,20,TAB,30,miligramos,600,miligramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,Grupo Nº 1: Analgesia,OXICODONA,4032,4032,4000040320000,040,000,4032,00,00,SI,Cofepris - Sin CPM_V,OXICODONA TABLETA DE LIBERACION PROLONGADA CADA TABLETA CONTIENE: CLORHIDRATO DE OXICODONA 20 MG. ENVASE CON 30 TABLETAS DE LIBERACION PROLONGADA.,ENV,30,TAB,20,miligramos,600,miligramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,Grupo Nº 1: Analgesia,OXICODONA,4032,4032,4000040320100,040,000,4032,01,00,NO,Cofepris - Sin CPM_V,OXICODONA. TABLETA DE LIBERACION PROLONGADA. CADA TABLETA CONTIENE: CLORHIDRATO DE OXICODONA 20 MG. ENVASE CON 100 TABLETAS DE LIBERACION PROLONGADA.,ENV,100,TAB,20,miligramos,2000,miligramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,Grupo Nº 1: Analgesia,OXICODONA,4033,4033,4000040330000,040,000,4033,00,00,SI,Cofepris - Sin CPM_V,OXICODONA TABLETA DE LIBERACION PROLONGADA CADA TABLETA CONTIENE: CLORHIDRATO DE OXICODONA 10 MG ENVASE CON 30 TABLETAS DE LIBERACION PROLONGADA.,ENV,30,TAB,10,miligramos,300,miligramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,Grupo Nº 1: Analgesia,OXICODONA,4033,4033,4000040330100,040,000,4033,01,00,NO,Cofepris - Sin CPM_V,OXICODONA. TABLETA DE LIBERACION PROLONGADA. CADA TABLETA CONTIENE: CLORHIDRATO DE OXICODONA 10 MG. ENVASE CON 100 TABLETAS DE LIBERACION PROLONGADA.,ENV,100,TAB,10,miligramos,1000,miligramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,Grupo Nº 1: Analgesia,ÁCIDO ACETILSALICÍLICO,101,0101,1000001010000,010,000,0101,00,00,SI,"VALES,Sustantiva",ACIDO ACETILSALICILICO TABLETA CADA TABLETA CONTIENE: ACIDO ACETILSALICILICO 500 MG. ENVASE CON 20 TABLETAS.,ENV,20,TAB,500,miligramos,10000,miligramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANTIINFLAMATORIOS_NO_ESTEROIDEOS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,Grupo Nº 1: Analgesia,ÁCIDO ACETILSALICÍLICO,103,0103,1000001030000,010,000,0103,00,00,SI,"VALES,Consumo en demanda",ACIDO ACETILSALICILICO TABLETA SOLUBLE O EFERVESCENTE CADA TABLETA SOLUBLE O EFERVESCENTE CONTIENE: ACIDO ACETILSALICILICO 300 MG ENVASE CON 20 TABLETAS SOLUBLES O EFERVESCENTES.,ENV,20,TAB,300,miligramos,6000,miligramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,Grupo Nº 1: Analgesia,PARACETAMOL,104,0104,1000001040000,010,000,0104,00,00,SI,"VALES,Programa de Planificación Familiar,Consumo en demanda",PARACETAMOL TABLETA CADA TABLETA CONTIENE: PARACETAMOL 500 MG ENVASE CON 10 TABLETAS.,ENV,10,TAB,500,miligramos,5000,miligramos,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANTIINFLAMATORIOS_NO_ESTEROIDEOS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,Grupo Nº 1: Analgesia,PARACETAMOL,105,0105,1000001050000,010,000,0105,00,00,SI,"VALES,Sustantiva",PARACETAMOL SUPOSITORIO CADA SUPOSITORIO CONTIENE: PARACETAMOL 300 MG ENVASE CON 3 SUPOSITORIOS.,ENV,3,SUP,300,miligramos,900,miligramos,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
